time,local_time,t2m,rhoa,swgdn,swtdn,cldtot
2019-01-01 00:00,2019-01-01 02:00,6.709,1.232,0,0,0.937
2019-01-01 01:00,2019-01-01 03:00,6.552,1.232,0,0,0.896
2019-01-01 02:00,2019-01-01 04:00,6.473,1.232,0,0,0.886
2019-01-01 03:00,2019-01-01 05:00,6.465,1.233,0,0,0.862
2019-01-01 04:00,2019-01-01 06:00,6.385,1.234,0,0,0.826
2019-01-01 05:00,2019-01-01 07:00,6.285,1.235,0.679,8.925,0.830
2019-01-01 06:00,2019-01-01 08:00,6.325,1.236,28.301,182.767,0.855
2019-01-01 07:00,2019-01-01 09:00,6.528,1.236,75.233,389.955,0.856
2019-01-01 08:00,2019-01-01 10:00,6.761,1.236,128.850,547.259,0.840
2019-01-01 09:00,2019-01-01 11:00,6.953,1.235,167.967,644.177,0.863
2019-01-01 10:00,2019-01-01 12:00,7.016,1.235,177.760,673.832,0.889
2019-01-01 11:00,2019-01-01 13:00,7.023,1.235,176.275,634.316,0.880
2019-01-01 12:00,2019-01-01 14:00,6.949,1.235,148.480,528.472,0.813
2019-01-01 13:00,2019-01-01 15:00,6.715,1.236,101.456,363.307,0.658
2019-01-01 14:00,2019-01-01 16:00,6.331,1.238,39.080,150.127,0.598
2019-01-01 15:00,2019-01-01 17:00,6.025,1.239,0.272,2.025,0.509
2019-01-01 16:00,2019-01-01 18:00,5.979,1.239,0,0,0.456
2019-01-01 17:00,2019-01-01 19:00,6.122,1.238,0,0,0.466
2019-01-01 18:00,2019-01-01 20:00,6.283,1.237,0,0,0.435
2019-01-01 19:00,2019-01-01 21:00,6.395,1.236,0,0,0.446
2019-01-01 20:00,2019-01-01 22:00,6.479,1.235,0,0,0.432
2019-01-01 21:00,2019-01-01 23:00,6.525,1.234,0,0,0.407
2019-01-01 22:00,2019-01-02 00:00,6.426,1.234,0,0,0.326
2019-01-01 23:00,2019-01-02 01:00,6.237,1.234,0,0,0.287
2019-01-02 00:00,2019-01-02 02:00,6.131,1.234,0,0,0.284
2019-01-02 01:00,2019-01-02 03:00,6.006,1.233,0,0,0.294
2019-01-02 02:00,2019-01-02 04:00,5.835,1.233,0,0,0.314
2019-01-02 03:00,2019-01-02 05:00,5.733,1.232,0,0,0.330
2019-01-02 04:00,2019-01-02 06:00,5.735,1.231,0,0,0.433
2019-01-02 05:00,2019-01-02 07:00,5.899,1.231,1.844,9.283,0.403
2019-01-02 06:00,2019-01-02 08:00,6.661,1.231,70.687,184.205,0.298
2019-01-02 07:00,2019-01-02 09:00,7.754,1.230,215.707,391.490,0.277
2019-01-02 08:00,2019-01-02 10:00,8.480,1.228,316.174,548.967,0.274
2019-01-02 09:00,2019-01-02 11:00,8.976,1.226,393.989,645.927,0.236
2019-01-02 10:00,2019-01-02 12:00,9.377,1.223,439.391,675.608,0.220
2019-01-02 11:00,2019-01-02 13:00,9.624,1.221,430.131,636.066,0.089
2019-01-02 12:00,2019-01-02 14:00,9.623,1.220,354.186,530.040,0.031
2019-01-02 13:00,2019-01-02 15:00,9.329,1.220,231.556,364.841,0.018
2019-01-02 14:00,2019-01-02 16:00,7.986,1.220,77.282,151.571,0.010
2019-01-02 15:00,2019-01-02 17:00,6.676,1.221,0.533,2.205,0.048
2019-01-02 16:00,2019-01-02 18:00,6.659,1.222,0,0,0.038
2019-01-02 17:00,2019-01-02 19:00,6.709,1.222,0,0,0.002
2019-01-02 18:00,2019-01-02 20:00,6.904,1.222,0,0,0.001
2019-01-02 19:00,2019-01-02 21:00,6.921,1.222,0,0,0.001
2019-01-02 20:00,2019-01-02 22:00,6.786,1.222,0,0,0.012
2019-01-02 21:00,2019-01-02 23:00,6.674,1.222,0,0,0.063
2019-01-02 22:00,2019-01-03 00:00,6.487,1.222,0,0,0.149
2019-01-02 23:00,2019-01-03 01:00,6.261,1.222,0,0,0.293
2019-01-03 00:00,2019-01-03 02:00,5.749,1.222,0,0,0.288
2019-01-03 01:00,2019-01-03 03:00,5.165,1.221,0,0,0.265
2019-01-03 02:00,2019-01-03 04:00,4.686,1.220,0,0,0.284
2019-01-03 03:00,2019-01-03 05:00,4.640,1.220,0,0,0.391
2019-01-03 04:00,2019-01-03 06:00,5.074,1.218,0,0,0.550
2019-01-03 05:00,2019-01-03 07:00,5.733,1.218,1.235,9.688,0.741
2019-01-03 06:00,2019-01-03 08:00,6.755,1.219,32.350,185.785,0.811
2019-01-03 07:00,2019-01-03 09:00,6.996,1.221,77.424,393.205,0.917
2019-01-03 08:00,2019-01-03 10:00,6.219,1.226,125.624,550.759,0.981
2019-01-03 09:00,2019-01-03 11:00,5.575,1.227,144.640,647.677,0.974
2019-01-03 10:00,2019-01-03 12:00,5.513,1.225,152.111,677.400,0.952
2019-01-03 11:00,2019-01-03 13:00,5.200,1.226,115.396,637.998,0.920
2019-01-03 12:00,2019-01-03 14:00,5.111,1.227,89.853,532.040,0.869
2019-01-03 13:00,2019-01-03 15:00,5.119,1.228,69.283,366.591,0.700
2019-01-03 14:00,2019-01-03 16:00,4.989,1.231,39.545,153.189,0.469
2019-01-03 15:00,2019-01-03 17:00,4.661,1.233,0.373,2.401,0.508
2019-01-03 16:00,2019-01-03 18:00,4.544,1.235,0,0,0.589
2019-01-03 17:00,2019-01-03 19:00,4.320,1.237,0,0,0.658
2019-01-03 18:00,2019-01-03 20:00,4.060,1.239,0,0,0.692
2019-01-03 19:00,2019-01-03 21:00,3.811,1.241,0,0,0.712
2019-01-03 20:00,2019-01-03 22:00,3.601,1.243,0,0,0.692
2019-01-03 21:00,2019-01-03 23:00,3.429,1.244,0,0,0.699
2019-01-03 22:00,2019-01-04 00:00,3.283,1.245,0,0,0.701
2019-01-03 23:00,2019-01-04 01:00,3.145,1.246,0,0,0.696
2019-01-04 00:00,2019-01-04 02:00,3.018,1.247,0,0,0.670
2019-01-04 01:00,2019-01-04 03:00,2.831,1.248,0,0,0.604
2019-01-04 02:00,2019-01-04 04:00,2.508,1.248,0,0,0.496
2019-01-04 03:00,2019-01-04 05:00,2.200,1.249,0,0,0.452
2019-01-04 04:00,2019-01-04 06:00,2.098,1.249,0,0,0.427
2019-01-04 05:00,2019-01-04 07:00,2.138,1.249,1.983,10.138,0.449
2019-01-04 06:00,2019-01-04 08:00,3.200,1.249,61.828,187.479,0.429
2019-01-04 07:00,2019-01-04 09:00,4.630,1.249,164.978,395.080,0.471
2019-01-04 08:00,2019-01-04 10:00,5.217,1.248,230.741,552.759,0.447
2019-01-04 09:00,2019-01-04 11:00,5.800,1.245,298.096,649.746,0.497
2019-01-04 10:00,2019-01-04 12:00,6.184,1.242,287.062,679.608,0.570
2019-01-04 11:00,2019-01-04 13:00,6.381,1.240,241.183,639.998,0.625
2019-01-04 12:00,2019-01-04 14:00,6.529,1.238,184.576,533.972,0.619
2019-01-04 13:00,2019-01-04 15:00,6.409,1.238,115.058,368.466,0.593
2019-01-04 14:00,2019-01-04 16:00,5.774,1.238,39.759,154.894,0.642
2019-01-04 15:00,2019-01-04 17:00,5.067,1.238,0.283,2.622,0.753
2019-01-04 16:00,2019-01-04 18:00,4.788,1.239,0,0,0.799
2019-01-04 17:00,2019-01-04 19:00,4.472,1.241,0,0,0.819
2019-01-04 18:00,2019-01-04 20:00,4.213,1.244,0,0,0.756
2019-01-04 19:00,2019-01-04 21:00,3.938,1.244,0,0,0.577
2019-01-04 20:00,2019-01-04 22:00,3.393,1.245,0,0,0.316
2019-01-04 21:00,2019-01-04 23:00,2.756,1.244,0,0,0.168
2019-01-04 22:00,2019-01-05 00:00,2.348,1.245,0,0,0.152
2019-01-04 23:00,2019-01-05 01:00,2.094,1.246,0,0,0.177
2019-01-05 00:00,2019-01-05 02:00,1.937,1.248,0,0,0.199
2019-01-05 01:00,2019-01-05 03:00,1.774,1.249,0,0,0.238
2019-01-05 02:00,2019-01-05 04:00,1.681,1.250,0,0,0.322
2019-01-05 03:00,2019-01-05 05:00,1.527,1.251,0,0,0.356
2019-01-05 04:00,2019-01-05 06:00,1.403,1.252,0,0,0.359
2019-01-05 05:00,2019-01-05 07:00,1.230,1.252,2.822,10.628,0.340
2019-01-05 06:00,2019-01-05 08:00,2.291,1.253,85.492,189.320,0.495
2019-01-05 07:00,2019-01-05 09:00,3.365,1.254,173.390,397.080,0.648
2019-01-05 08:00,2019-01-05 10:00,3.690,1.254,199.503,554.897,0.700
2019-01-05 09:00,2019-01-05 11:00,4.068,1.252,235.369,651.927,0.725
2019-01-05 10:00,2019-01-05 12:00,4.349,1.249,250.114,681.832,0.690
2019-01-05 11:00,2019-01-05 13:00,4.599,1.247,244.004,642.248,0.653
2019-01-05 12:00,2019-01-05 14:00,4.679,1.246,197.770,536.040,0.635
2019-01-05 13:00,2019-01-05 15:00,4.531,1.245,119.109,370.466,0.620
2019-01-05 14:00,2019-01-05 16:00,3.930,1.244,40.252,156.758,0.594
2019-01-05 15:00,2019-01-05 17:00,2.974,1.245,0.400,2.881,0.544
2019-01-05 16:00,2019-01-05 18:00,2.795,1.247,0,0,0.495
2019-01-05 17:00,2019-01-05 19:00,2.732,1.248,0,0,0.446
2019-01-05 18:00,2019-01-05 20:00,2.568,1.249,0,0,0.373
2019-01-05 19:00,2019-01-05 21:00,2.341,1.250,0,0,0.258
2019-01-05 20:00,2019-01-05 22:00,1.969,1.251,0,0,0.216
2019-01-05 21:00,2019-01-05 23:00,1.732,1.251,0,0,0.218
2019-01-05 22:00,2019-01-06 00:00,1.607,1.251,0,0,0.230
2019-01-05 23:00,2019-01-06 01:00,1.496,1.251,0,0,0.208
2019-01-06 00:00,2019-01-06 02:00,1.329,1.251,0,0,0.190
2019-01-06 01:00,2019-01-06 03:00,1.023,1.251,0,0,0.133
2019-01-06 02:00,2019-01-06 04:00,0.654,1.251,0,0,0.073
2019-01-06 03:00,2019-01-06 05:00,0.245,1.251,0,0,0.069
2019-01-06 04:00,2019-01-06 06:00,-0.047,1.252,0,0,0.035
2019-01-06 05:00,2019-01-06 07:00,-0.233,1.252,4.032,11.167,0.006
2019-01-06 06:00,2019-01-06 08:00,1.413,1.252,112.411,191.291,0.002
2019-01-06 07:00,2019-01-06 09:00,3.416,1.250,276.487,399.240,0.001
2019-01-06 08:00,2019-01-06 10:00,4.687,1.246,410.779,557.147,0.001
2019-01-06 09:00,2019-01-06 11:00,5.819,1.241,494.686,654.427,0.006
2019-01-06 10:00,2019-01-06 12:00,6.671,1.237,514.963,684.150,0.032
2019-01-06 11:00,2019-01-06 13:00,7.164,1.234,465.384,644.595,0.070
2019-01-06 12:00,2019-01-06 14:00,7.263,1.232,364.238,538.290,0.103
2019-01-06 13:00,2019-01-06 15:00,6.943,1.232,227.351,372.626,0.110
2019-01-06 14:00,2019-01-06 16:00,5.574,1.233,78.013,158.731,0.135
2019-01-06 15:00,2019-01-06 17:00,3.744,1.234,0.805,3.172,0.239
2019-01-06 16:00,2019-01-06 18:00,3.460,1.235,0,0,0.487
2019-01-06 17:00,2019-01-06 19:00,3.468,1.235,0,0,0.596
2019-01-06 18:00,2019-01-06 20:00,3.395,1.236,0,0,0.506
2019-01-06 19:00,2019-01-06 21:00,3.259,1.236,0,0,0.331
2019-01-06 20:00,2019-01-06 22:00,3.115,1.237,0,0,0.308
2019-01-06 21:00,2019-01-06 23:00,2.932,1.238,0,0,0.293
2019-01-06 22:00,2019-01-07 00:00,2.649,1.240,0,0,0.269
2019-01-06 23:00,2019-01-07 01:00,2.334,1.242,0,0,0.210
2019-01-07 00:00,2019-01-07 02:00,2.027,1.244,0,0,0.103
2019-01-07 01:00,2019-01-07 03:00,1.753,1.245,0,0,0.097
2019-01-07 02:00,2019-01-07 04:00,1.522,1.247,0,0,0.105
2019-01-07 03:00,2019-01-07 05:00,1.381,1.247,0,0,0.102
2019-01-07 04:00,2019-01-07 06:00,1.271,1.248,0,0,0.115
2019-01-07 05:00,2019-01-07 07:00,1.260,1.248,3.722,11.763,0.181
2019-01-07 06:00,2019-01-07 08:00,2.981,1.248,95.118,193.372,0.213
2019-01-07 07:00,2019-01-07 09:00,4.697,1.248,217.571,401.490,0.370
2019-01-07 08:00,2019-01-07 10:00,5.070,1.248,267.018,559.535,0.485
2019-01-07 09:00,2019-01-07 11:00,5.155,1.249,284.099,656.927,0.552
2019-01-07 10:00,2019-01-07 12:00,5.006,1.249,271.928,686.650,0.607
2019-01-07 11:00,2019-01-07 13:00,4.694,1.250,228.670,647.095,0.702
2019-01-07 12:00,2019-01-07 14:00,4.205,1.252,156.529,540.790,0.728
2019-01-07 13:00,2019-01-07 15:00,3.639,1.255,98.418,374.889,0.681
2019-01-07 14:00,2019-01-07 16:00,2.842,1.258,33.910,160.856,0.723
2019-01-07 15:00,2019-01-07 17:00,2.232,1.260,0.317,3.487,0.747
2019-01-07 16:00,2019-01-07 18:00,2.193,1.260,0,0,0.802
2019-01-07 17:00,2019-01-07 19:00,2.358,1.259,0,0,0.794
2019-01-07 18:00,2019-01-07 20:00,2.631,1.258,0,0,0.799
2019-01-07 19:00,2019-01-07 21:00,2.798,1.258,0,0,0.785
2019-01-07 20:00,2019-01-07 22:00,2.872,1.258,0,0,0.815
2019-01-07 21:00,2019-01-07 23:00,2.856,1.259,0,0,0.815
2019-01-07 22:00,2019-01-08 00:00,2.765,1.259,0,0,0.792
2019-01-07 23:00,2019-01-08 01:00,2.565,1.261,0,0,0.742
2019-01-08 00:00,2019-01-08 02:00,2.292,1.262,0,0,0.646
2019-01-08 01:00,2019-01-08 03:00,1.995,1.264,0,0,0.603
2019-01-08 02:00,2019-01-08 04:00,1.805,1.264,0,0,0.607
2019-01-08 03:00,2019-01-08 05:00,1.682,1.265,0,0,0.612
2019-01-08 04:00,2019-01-08 06:00,1.556,1.266,0,0,0.599
2019-01-08 05:00,2019-01-08 07:00,1.427,1.266,1.923,12.410,0.556
2019-01-08 06:00,2019-01-08 08:00,1.870,1.266,58.543,195.622,0.498
2019-01-08 07:00,2019-01-08 09:00,2.530,1.266,165.032,403.878,0.434
2019-01-08 08:00,2019-01-08 10:00,3.039,1.266,259.143,562.035,0.376
2019-01-08 09:00,2019-01-08 11:00,3.593,1.263,349.091,659.427,0.287
2019-01-08 10:00,2019-01-08 12:00,4.058,1.261,404.629,689.400,0.250
2019-01-08 11:00,2019-01-08 13:00,4.410,1.258,397.465,649.748,0.169
2019-01-08 12:00,2019-01-08 14:00,4.532,1.256,340.839,543.290,0.155
2019-01-08 13:00,2019-01-08 15:00,4.337,1.255,225.810,377.341,0.106
2019-01-08 14:00,2019-01-08 16:00,3.275,1.254,83.961,163.106,0.055
2019-01-08 15:00,2019-01-08 17:00,1.787,1.254,1.096,3.843,0.022
2019-01-08 16:00,2019-01-08 18:00,1.695,1.254,0,0,0.009
2019-01-08 17:00,2019-01-08 19:00,1.798,1.254,0,0,0.005
2019-01-08 18:00,2019-01-08 20:00,1.660,1.254,0,0,0.003
2019-01-08 19:00,2019-01-08 21:00,1.507,1.253,0,0,0.001
2019-01-08 20:00,2019-01-08 22:00,1.420,1.252,0,0,0.007
2019-01-08 21:00,2019-01-08 23:00,1.367,1.250,0,0,0.221
2019-01-08 22:00,2019-01-09 00:00,1.317,1.248,0,0,0.483
2019-01-08 23:00,2019-01-09 01:00,1.293,1.247,0,0,0.083
2019-01-09 00:00,2019-01-09 02:00,1.233,1.246,0,0,0.038
2019-01-09 01:00,2019-01-09 03:00,1.169,1.246,0,0,0.068
2019-01-09 02:00,2019-01-09 04:00,1.212,1.245,0,0,0.067
2019-01-09 03:00,2019-01-09 05:00,1.484,1.244,0,0,0.216
2019-01-09 04:00,2019-01-09 06:00,1.923,1.241,0,0,0.533
2019-01-09 05:00,2019-01-09 07:00,2.333,1.239,4.306,13.107,0.861
2019-01-09 06:00,2019-01-09 08:00,3.950,1.235,73.207,197.958,0.966
2019-01-09 07:00,2019-01-09 09:00,6.253,1.232,145.822,406.414,0.978
2019-01-09 08:00,2019-01-09 10:00,7.699,1.227,200.112,564.785,0.977
2019-01-09 09:00,2019-01-09 11:00,8.436,1.222,168.516,662.204,0.993
2019-01-09 10:00,2019-01-09 12:00,9.022,1.218,158.948,692.150,0.995
2019-01-09 11:00,2019-01-09 13:00,9.166,1.215,127.802,652.525,0.996
2019-01-09 12:00,2019-01-09 14:00,9.164,1.213,78.352,546.040,0.996
2019-01-09 13:00,2019-01-09 15:00,9.833,1.207,40.187,379.889,0.995
2019-01-09 14:00,2019-01-09 16:00,10.455,1.202,16.575,165.442,0.994
2019-01-09 15:00,2019-01-09 17:00,10.700,1.200,0.209,4.246,0.994
2019-01-09 16:00,2019-01-09 18:00,10.898,1.198,0,0,0.993
2019-01-09 17:00,2019-01-09 19:00,11.027,1.198,0,0,0.993
2019-01-09 18:00,2019-01-09 20:00,11.054,1.197,0,0,0.993
2019-01-09 19:00,2019-01-09 21:00,11.131,1.197,0,0,0.993
2019-01-09 20:00,2019-01-09 22:00,11.215,1.196,0,0,0.991
2019-01-09 21:00,2019-01-09 23:00,11.225,1.196,0,0,0.982
2019-01-09 22:00,2019-01-10 00:00,11.227,1.196,0,0,0.930
2019-01-09 23:00,2019-01-10 01:00,11.182,1.196,0,0,0.886
2019-01-10 00:00,2019-01-10 02:00,11.092,1.197,0,0,0.844
2019-01-10 01:00,2019-01-10 03:00,10.950,1.197,0,0,0.720
2019-01-10 02:00,2019-01-10 04:00,10.787,1.197,0,0,0.596
2019-01-10 03:00,2019-01-10 05:00,10.625,1.196,0,0,0.376
2019-01-10 04:00,2019-01-10 06:00,10.529,1.196,0,0,0.305
2019-01-10 05:00,2019-01-10 07:00,10.508,1.196,3.112,13.871,0.386
2019-01-10 06:00,2019-01-10 08:00,11.309,1.197,79.112,200.452,0.345
2019-01-10 07:00,2019-01-10 09:00,12.455,1.196,197.799,409.115,0.314
2019-01-10 08:00,2019-01-10 10:00,13.258,1.195,309.160,567.647,0.671
2019-01-10 09:00,2019-01-10 11:00,13.769,1.193,354.313,665.177,0.608
2019-01-10 10:00,2019-01-10 12:00,14.148,1.191,390.279,695.150,0.336
2019-01-10 11:00,2019-01-10 13:00,14.359,1.190,378.070,655.498,0.289
2019-01-10 12:00,2019-01-10 14:00,14.318,1.190,312.798,548.860,0.227
2019-01-10 13:00,2019-01-10 15:00,13.920,1.191,213.865,382.535,0.105
2019-01-10 14:00,2019-01-10 16:00,12.880,1.194,81.181,167.942,0.063
2019-01-10 15:00,2019-01-10 17:00,11.312,1.196,1.187,4.677,0.045
2019-01-10 16:00,2019-01-10 18:00,10.825,1.198,0,0,0.044
2019-01-10 17:00,2019-01-10 19:00,10.579,1.200,0,0,0.060
2019-01-10 18:00,2019-01-10 20:00,10.301,1.201,0,0,0.076
2019-01-10 19:00,2019-01-10 21:00,9.994,1.202,0,0,0.097
2019-01-10 20:00,2019-01-10 22:00,9.757,1.203,0,0,0.146
2019-01-10 21:00,2019-01-10 23:00,9.612,1.203,0,0,0.196
2019-01-10 22:00,2019-01-11 00:00,9.407,1.204,0,0,0.239
2019-01-10 23:00,2019-01-11 01:00,9.194,1.205,0,0,0.289
2019-01-11 00:00,2019-01-11 02:00,9.073,1.205,0,0,0.337
2019-01-11 01:00,2019-01-11 03:00,8.909,1.206,0,0,0.354
2019-01-11 02:00,2019-01-11 04:00,8.751,1.206,0,0,0.421
2019-01-11 03:00,2019-01-11 05:00,8.842,1.207,0,0,0.608
2019-01-11 04:00,2019-01-11 06:00,9.033,1.209,0,0,0.713
2019-01-11 05:00,2019-01-11 07:00,9.122,1.211,1.546,14.690,0.775
2019-01-11 06:00,2019-01-11 08:00,9.557,1.213,35.961,203.021,0.848
2019-01-11 07:00,2019-01-11 09:00,10.300,1.213,83.721,411.914,0.913
2019-01-11 08:00,2019-01-11 10:00,10.744,1.214,131.978,570.535,0.955
2019-01-11 09:00,2019-01-11 11:00,10.839,1.214,165.294,668.204,0.976
2019-01-11 10:00,2019-01-11 12:00,10.871,1.214,178.986,698.220,0.987
2019-01-11 11:00,2019-01-11 13:00,10.827,1.214,162.997,658.525,0.987
2019-01-11 12:00,2019-01-11 14:00,10.595,1.215,112.726,551.790,0.985
2019-01-11 13:00,2019-01-11 15:00,10.218,1.216,76.202,385.389,0.986
2019-01-11 14:00,2019-01-11 16:00,9.387,1.218,21.263,170.567,0.995
2019-01-11 15:00,2019-01-11 17:00,8.640,1.219,0.308,5.164,0.995
2019-01-11 16:00,2019-01-11 18:00,8.311,1.220,0,0,0.995
2019-01-11 17:00,2019-01-11 19:00,8.096,1.221,0,0,0.996
2019-01-11 18:00,2019-01-11 20:00,8.037,1.221,0,0,0.996
2019-01-11 19:00,2019-01-11 21:00,8.121,1.220,0,0,0.997
2019-01-11 20:00,2019-01-11 22:00,8.256,1.218,0,0,0.996
2019-01-11 21:00,2019-01-11 23:00,8.219,1.217,0,0,0.997
2019-01-11 22:00,2019-01-12 00:00,8.214,1.217,0,0,0.997
2019-01-11 23:00,2019-01-12 01:00,8.128,1.217,0,0,0.996
2019-01-12 00:00,2019-01-12 02:00,8.014,1.219,0,0,0.996
2019-01-12 01:00,2019-01-12 03:00,7.799,1.220,0,0,0.997
2019-01-12 02:00,2019-01-12 04:00,7.277,1.222,0,0,0.995
2019-01-12 03:00,2019-01-12 05:00,7.018,1.223,0,0,0.995
2019-01-12 04:00,2019-01-12 06:00,7.107,1.223,0,0,0.992
2019-01-12 05:00,2019-01-12 07:00,7.260,1.222,0.408,15.572,0.979
2019-01-12 06:00,2019-01-12 08:00,7.526,1.221,14.288,205.760,0.989
2019-01-12 07:00,2019-01-12 09:00,7.869,1.221,36.356,414.858,0.990
2019-01-12 08:00,2019-01-12 10:00,7.965,1.222,70.503,573.717,0.987
2019-01-12 09:00,2019-01-12 11:00,7.853,1.222,86.037,671.427,0.981
2019-01-12 10:00,2019-01-12 12:00,7.741,1.223,97.595,701.470,0.984
2019-01-12 11:00,2019-01-12 13:00,7.589,1.223,80.341,661.775,0.989
2019-01-12 12:00,2019-01-12 14:00,7.404,1.223,65.551,554.887,0.985
2019-01-12 13:00,2019-01-12 15:00,7.193,1.224,39.210,388.334,0.985
2019-01-12 14:00,2019-01-12 16:00,6.973,1.224,12.929,173.290,0.985
2019-01-12 15:00,2019-01-12 17:00,6.916,1.224,0.204,5.697,0.981
2019-01-12 16:00,2019-01-12 18:00,7.031,1.224,0,0,0.901
2019-01-12 17:00,2019-01-12 19:00,7.051,1.224,0,0,0.761
2019-01-12 18:00,2019-01-12 20:00,7.015,1.225,0,0,0.737
2019-01-12 19:00,2019-01-12 21:00,7.064,1.225,0,0,0.797
2019-01-12 20:00,2019-01-12 22:00,7.128,1.224,0,0,0.791
2019-01-12 21:00,2019-01-12 23:00,7.150,1.224,0,0,0.745
2019-01-12 22:00,2019-01-13 00:00,7.010,1.225,0,0,0.652
2019-01-12 23:00,2019-01-13 01:00,6.731,1.226,0,0,0.536
2019-01-13 00:00,2019-01-13 02:00,6.362,1.228,0,0,0.460
2019-01-13 01:00,2019-01-13 03:00,6.045,1.230,0,0,0.411
2019-01-13 02:00,2019-01-13 04:00,5.726,1.231,0,0,0.391
2019-01-13 03:00,2019-01-13 05:00,5.465,1.232,0,0,0.361
2019-01-13 04:00,2019-01-13 06:00,5.253,1.233,0,0,0.309
2019-01-13 05:00,2019-01-13 07:00,4.965,1.233,4.619,16.528,0.236
2019-01-13 06:00,2019-01-13 08:00,5.824,1.232,102.063,208.601,0.153
2019-01-13 07:00,2019-01-13 09:00,7.058,1.230,260.469,417.914,0.121
2019-01-13 08:00,2019-01-13 10:00,7.991,1.228,382.125,576.967,0.120
2019-01-13 09:00,2019-01-13 11:00,8.682,1.225,452.555,674.774,0.130
2019-01-13 10:00,2019-01-13 12:00,9.134,1.222,487.097,704.858,0.128
2019-01-13 11:00,2019-01-13 13:00,9.358,1.220,438.493,665.095,0.210
2019-01-13 12:00,2019-01-13 14:00,9.339,1.219,346.677,558.137,0.241
2019-01-13 13:00,2019-01-13 15:00,9.061,1.218,222.664,391.389,0.325
2019-01-13 14:00,2019-01-13 16:00,8.106,1.219,80.427,176.154,0.537
2019-01-13 15:00,2019-01-13 17:00,6.623,1.220,1.676,6.274,0.815
2019-01-13 16:00,2019-01-13 18:00,6.491,1.220,0,0,0.810
2019-01-13 17:00,2019-01-13 19:00,6.385,1.220,0,0,0.727
2019-01-13 18:00,2019-01-13 20:00,6.302,1.220,0,0,0.804
2019-01-13 19:00,2019-01-13 21:00,6.221,1.220,0,0,0.939
2019-01-13 20:00,2019-01-13 22:00,6.203,1.219,0,0,0.991
2019-01-13 21:00,2019-01-13 23:00,6.259,1.218,0,0,0.992
2019-01-13 22:00,2019-01-14 00:00,6.184,1.218,0,0,0.970
2019-01-13 23:00,2019-01-14 01:00,6.050,1.218,0,0,0.869
2019-01-14 00:00,2019-01-14 02:00,5.731,1.218,0,0,0.685
2019-01-14 01:00,2019-01-14 03:00,5.317,1.218,0,0,0.574
2019-01-14 02:00,2019-01-14 04:00,4.997,1.218,0,0,0.418
2019-01-14 03:00,2019-01-14 05:00,4.638,1.219,0,0,0.101
2019-01-14 04:00,2019-01-14 06:00,4.395,1.219,0,0,0.012
2019-01-14 05:00,2019-01-14 07:00,4.195,1.220,6.392,17.542,0.012
2019-01-14 06:00,2019-01-14 08:00,5.354,1.220,122.111,211.590,0.019
2019-01-14 07:00,2019-01-14 09:00,7.703,1.218,285.655,421.143,0.151
2019-01-14 08:00,2019-01-14 10:00,9.048,1.214,418.948,580.243,0.273
2019-01-14 09:00,2019-01-14 11:00,10.021,1.209,477.968,678.274,0.845
2019-01-14 10:00,2019-01-14 12:00,10.369,1.205,353.968,708.358,0.980
2019-01-14 11:00,2019-01-14 13:00,10.319,1.203,223.023,668.595,0.981
2019-01-14 12:00,2019-01-14 14:00,10.258,1.203,173.472,561.540,0.959
2019-01-14 13:00,2019-01-14 15:00,10.103,1.202,126.009,394.584,0.986
2019-01-14 14:00,2019-01-14 16:00,8.842,1.202,26.234,179.109,0.992
2019-01-14 15:00,2019-01-14 17:00,8.174,1.202,0.572,6.917,0.977
2019-01-14 16:00,2019-01-14 18:00,8.222,1.202,0,0,0.807
2019-01-14 17:00,2019-01-14 19:00,8.247,1.203,0,0,0.884
2019-01-14 18:00,2019-01-14 20:00,8.447,1.203,0,0,0.991
2019-01-14 19:00,2019-01-14 21:00,8.650,1.202,0,0,0.993
2019-01-14 20:00,2019-01-14 22:00,8.507,1.203,0,0,0.993
2019-01-14 21:00,2019-01-14 23:00,7.945,1.204,0,0,0.994
2019-01-14 22:00,2019-01-15 00:00,7.028,1.205,0,0,0.992
2019-01-14 23:00,2019-01-15 01:00,6.751,1.207,0,0,0.980
2019-01-15 00:00,2019-01-15 02:00,6.902,1.210,0,0,0.976
2019-01-15 01:00,2019-01-15 03:00,6.688,1.214,0,0,0.980
2019-01-15 02:00,2019-01-15 04:00,6.125,1.217,0,0,0.983
2019-01-15 03:00,2019-01-15 05:00,5.823,1.219,0,0,0.984
2019-01-15 04:00,2019-01-15 06:00,5.886,1.219,0,0,0.986
2019-01-15 05:00,2019-01-15 07:00,6.095,1.218,1.191,18.641,0.984
2019-01-15 06:00,2019-01-15 08:00,6.338,1.218,22.806,214.671,0.980
2019-01-15 07:00,2019-01-15 09:00,6.542,1.219,66.943,424.414,0.974
2019-01-15 08:00,2019-01-15 10:00,6.821,1.220,131.978,583.743,0.966
2019-01-15 09:00,2019-01-15 11:00,7.194,1.220,224.567,681.816,0.943
2019-01-15 10:00,2019-01-15 12:00,7.626,1.220,360.688,711.997,0.731
2019-01-15 11:00,2019-01-15 13:00,7.576,1.222,430.817,672.137,0.465
2019-01-15 12:00,2019-01-15 14:00,7.132,1.225,390.206,565.040,0.322
2019-01-15 13:00,2019-01-15 15:00,6.330,1.228,262.674,397.938,0.278
