time,local_time,t2m,rhoa,swgdn,swtdn,cldtot
2019-02-12 05:00,2019-02-12 07:00,8.748,1.207,37.950,90.168,0.907
2019-02-12 06:00,2019-02-12 08:00,10.813,1.208,187.534,339.907,0.943
2019-02-12 07:00,2019-02-12 09:00,11.926,1.208,336.689,556.907,0.946
2019-02-12 08:00,2019-02-12 10:00,12.625,1.206,438.705,721.675,0.948
2019-02-12 09:00,2019-02-12 11:00,13.184,1.205,485.629,823.273,0.952
2019-02-12 10:00,2019-02-12 12:00,13.475,1.204,472.023,854.496,0.956
2019-02-12 11:00,2019-02-12 13:00,13.464,1.203,395.214,813.301,0.964
2019-02-12 12:00,2019-02-12 14:00,13.199,1.203,285.015,702.593,0.970
2019-02-12 13:00,2019-02-12 15:00,12.711,1.204,172.530,529.984,0.979
2019-02-12 14:00,2019-02-12 16:00,11.807,1.206,73.244,307.057,0.988
2019-02-12 15:00,2019-02-12 17:00,10.444,1.209,9.801,62.964,0.991
2019-02-12 16:00,2019-02-12 18:00,9.688,1.212,0,0,0.993
2019-02-12 17:00,2019-02-12 19:00,9.260,1.215,0,0,0.994
2019-02-12 18:00,2019-02-12 20:00,8.940,1.218,0,0,0.994
2019-02-12 19:00,2019-02-12 21:00,8.688,1.221,0,0,0.994
2019-02-12 20:00,2019-02-12 22:00,8.373,1.224,0,0,0.991
2019-02-12 21:00,2019-02-12 23:00,7.973,1.227,0,0,0.982
2019-02-12 22:00,2019-02-13 00:00,7.561,1.230,0,0,0.973
2019-02-12 23:00,2019-02-13 01:00,7.149,1.232,0,0,0.976
2019-02-13 00:00,2019-02-13 02:00,6.786,1.235,0,0,0.973
2019-02-13 01:00,2019-02-13 03:00,6.452,1.236,0,0,0.965
2019-02-13 02:00,2019-02-13 04:00,6.231,1.237,0,0,0.944
2019-02-13 03:00,2019-02-13 05:00,6.164,1.238,0,0,0.940
2019-02-13 04:00,2019-02-13 06:00,6.144,1.238,0,0,0.945
2019-02-13 05:00,2019-02-13 07:00,5.918,1.241,6.422,94.530,0.973
2019-02-13 06:00,2019-02-13 08:00,5.719,1.243,34.145,345.407,0.974
2019-02-13 07:00,2019-02-13 09:00,5.866,1.243,123.041,562.615,0.853
2019-02-13 08:00,2019-02-13 10:00,6.346,1.242,253.844,727.563,0.749
2019-02-13 09:00,2019-02-13 11:00,6.862,1.240,282.974,829.162,0.877
2019-02-13 10:00,2019-02-13 12:00,7.057,1.238,277.796,860.496,0.953
2019-02-13 11:00,2019-02-13 13:00,6.889,1.238,205.626,819.301,0.962
2019-02-13 12:00,2019-02-13 14:00,6.582,1.238,156.156,708.593,0.982
2019-02-13 13:00,2019-02-13 15:00,6.131,1.240,107.779,535.692,0.984
2019-02-13 14:00,2019-02-13 16:00,5.659,1.242,48.469,312.536,0.985
2019-02-13 15:00,2019-02-13 17:00,5.306,1.243,6.526,66.602,0.977
2019-02-13 16:00,2019-02-13 18:00,5.109,1.244,0,0,0.963
2019-02-13 17:00,2019-02-13 19:00,4.767,1.247,0,0,0.956
2019-02-13 18:00,2019-02-13 20:00,4.446,1.249,0,0,0.965
2019-02-13 19:00,2019-02-13 21:00,4.065,1.251,0,0,0.977
2019-02-13 20:00,2019-02-13 22:00,4.229,1.251,0,0,0.983
2019-02-13 21:00,2019-02-13 23:00,4.560,1.249,0,0,0.986
2019-02-13 22:00,2019-02-14 00:00,4.892,1.248,0,0,0.987
2019-02-13 23:00,2019-02-14 01:00,5.297,1.246,0,0,0.989
2019-02-14 00:00,2019-02-14 02:00,5.447,1.245,0,0,0.974
2019-02-14 01:00,2019-02-14 03:00,5.421,1.246,0,0,0.981
2019-02-14 02:00,2019-02-14 04:00,5.342,1.246,0,0,0.948
2019-02-14 03:00,2019-02-14 05:00,5.399,1.246,0,0,0.958
2019-02-14 04:00,2019-02-14 06:00,5.532,1.246,0,0,0.948
2019-02-14 05:00,2019-02-14 07:00,5.622,1.246,21.432,99.030,0.849
2019-02-14 06:00,2019-02-14 08:00,6.018,1.246,134.672,350.955,0.840
2019-02-14 07:00,2019-02-14 09:00,6.641,1.245,264.392,568.365,0.828
2019-02-14 08:00,2019-02-14 10:00,7.287,1.243,380.289,733.563,0.745
2019-02-14 09:00,2019-02-14 11:00,7.902,1.242,505.477,835.273,0.659
2019-02-14 10:00,2019-02-14 12:00,8.325,1.240,617.799,866.635,0.572
2019-02-14 11:00,2019-02-14 13:00,8.443,1.239,606.040,825.301,0.522
2019-02-14 12:00,2019-02-14 14:00,8.314,1.239,518.036,714.551,0.393
2019-02-14 13:00,2019-02-14 15:00,8.027,1.239,377.588,541.442,0.242
2019-02-14 14:00,2019-02-14 16:00,7.498,1.239,200.549,318.036,0.139
2019-02-14 15:00,2019-02-14 17:00,6.648,1.240,33.764,70.395,0.011
2019-02-14 16:00,2019-02-14 18:00,6.122,1.240,0,0,0
2019-02-14 17:00,2019-02-14 19:00,6.177,1.239,0,0,0.003
2019-02-14 18:00,2019-02-14 20:00,6.399,1.237,0,0,0.084
2019-02-14 19:00,2019-02-14 21:00,6.694,1.236,0,0,0.232
2019-02-14 20:00,2019-02-14 22:00,6.874,1.236,0,0,0.313
2019-02-14 21:00,2019-02-14 23:00,6.784,1.237,0,0,0.293
2019-02-14 22:00,2019-02-15 00:00,6.463,1.239,0,0,0.248
2019-02-14 23:00,2019-02-15 01:00,6.143,1.240,0,0,0.293
2019-02-15 00:00,2019-02-15 02:00,5.975,1.241,0,0,0.351
2019-02-15 01:00,2019-02-15 03:00,5.791,1.242,0,0,0.376
2019-02-15 02:00,2019-02-15 04:00,5.664,1.242,0,0,0.370
2019-02-15 03:00,2019-02-15 05:00,5.508,1.242,0,0,0.358
2019-02-15 04:00,2019-02-15 06:00,5.321,1.242,0,0,0.382
2019-02-15 05:00,2019-02-15 07:00,5.524,1.242,33.142,103.649,0.430
2019-02-15 06:00,2019-02-15 08:00,6.520,1.242,140.243,356.504,0.514
2019-02-15 07:00,2019-02-15 09:00,6.815,1.243,209.748,574.157,0.605
2019-02-15 08:00,2019-02-15 10:00,6.849,1.244,255.480,739.452,0.642
2019-02-15 09:00,2019-02-15 11:00,7.050,1.244,289.868,841.370,0.635
2019-02-15 10:00,2019-02-15 12:00,7.233,1.243,313.732,872.635,0.621
2019-02-15 11:00,2019-02-15 13:00,7.289,1.242,292.689,831.509,0.648
2019-02-15 12:00,2019-02-15 14:00,7.135,1.242,228.456,720.414,0.692
2019-02-15 13:00,2019-02-15 15:00,6.757,1.243,151.308,547.192,0.691
2019-02-15 14:00,2019-02-15 16:00,6.244,1.245,79.456,323.605,0.654
2019-02-15 15:00,2019-02-15 17:00,5.676,1.247,14.431,74.292,0.605
2019-02-15 16:00,2019-02-15 18:00,5.479,1.248,0,0,0.614
2019-02-15 17:00,2019-02-15 19:00,5.473,1.248,0,0,0.597
2019-02-15 18:00,2019-02-15 20:00,5.539,1.248,0,0,0.576
2019-02-15 19:00,2019-02-15 21:00,5.554,1.248,0,0,0.633
2019-02-15 20:00,2019-02-15 22:00,5.529,1.248,0,0,0.670
2019-02-15 21:00,2019-02-15 23:00,5.432,1.249,0,0,0.686
2019-02-15 22:00,2019-02-16 00:00,5.191,1.250,0,0,0.670
2019-02-15 23:00,2019-02-16 01:00,5.143,1.251,0,0,0.688
2019-02-16 00:00,2019-02-16 02:00,5.196,1.250,0,0,0.670
2019-02-16 01:00,2019-02-16 03:00,5.242,1.250,0,0,0.612
2019-02-16 02:00,2019-02-16 04:00,5.271,1.249,0,0,0.604
2019-02-16 03:00,2019-02-16 05:00,5.308,1.250,0,0,0.647
2019-02-16 04:00,2019-02-16 06:00,5.373,1.250,0,0,0.726
2019-02-16 05:00,2019-02-16 07:00,5.493,1.250,21.665,108.429,0.691
2019-02-16 06:00,2019-02-16 08:00,6.015,1.250,104.182,362.129,0.660
2019-02-16 07:00,2019-02-16 09:00,6.666,1.249,255.571,580.003,0.454
2019-02-16 08:00,2019-02-16 10:00,7.227,1.248,385.459,745.452,0.369
2019-02-16 09:00,2019-02-16 11:00,7.698,1.247,474.673,847.412,0.351
2019-02-16 10:00,2019-02-16 12:00,7.909,1.246,494.278,878.843,0.365
2019-02-16 11:00,2019-02-16 13:00,7.935,1.246,467.979,837.551,0.295
2019-02-16 12:00,2019-02-16 14:00,7.854,1.245,398.534,726.440,0.387
2019-02-16 13:00,2019-02-16 15:00,7.528,1.246,252.495,553.081,0.436
2019-02-16 14:00,2019-02-16 16:00,7.043,1.247,128.973,329.230,0.462
2019-02-16 15:00,2019-02-16 17:00,6.524,1.247,20.996,78.339,0.478
2019-02-16 16:00,2019-02-16 18:00,6.274,1.247,0,0,0.470
2019-02-16 17:00,2019-02-16 19:00,6.294,1.247,0,0,0.459
2019-02-16 18:00,2019-02-16 20:00,6.334,1.247,0,0,0.486
2019-02-16 19:00,2019-02-16 21:00,6.384,1.246,0,0,0.513
2019-02-16 20:00,2019-02-16 22:00,6.403,1.246,0,0,0.507
2019-02-16 21:00,2019-02-16 23:00,6.342,1.247,0,0,0.533
2019-02-16 22:00,2019-02-17 00:00,6.217,1.247,0,0,0.404
2019-02-16 23:00,2019-02-17 01:00,5.969,1.248,0,0,0.396
2019-02-17 00:00,2019-02-17 02:00,5.895,1.249,0,0,0.545
2019-02-17 01:00,2019-02-17 03:00,5.761,1.249,0,0,0.628
2019-02-17 02:00,2019-02-17 04:00,5.796,1.249,0,0,0.631
2019-02-17 03:00,2019-02-17 05:00,5.805,1.249,0,0,0.669
2019-02-17 04:00,2019-02-17 06:00,5.885,1.249,0,0,0.687
2019-02-17 05:00,2019-02-17 07:00,6.130,1.249,33.108,113.352,0.686
2019-02-17 06:00,2019-02-17 08:00,7.018,1.248,143.310,367.789,0.443
2019-02-17 07:00,2019-02-17 09:00,7.820,1.247,313.050,585.865,0.384
2019-02-17 08:00,2019-02-17 10:00,8.470,1.245,417.049,751.522,0.344
2019-02-17 09:00,2019-02-17 11:00,9.052,1.243,500.759,853.509,0.311
2019-02-17 10:00,2019-02-17 12:00,9.599,1.240,556.260,884.955,0.254
2019-02-17 11:00,2019-02-17 13:00,9.973,1.238,542.218,843.648,0.230
2019-02-17 12:00,2019-02-17 14:00,10.129,1.236,473.412,732.440,0.235
2019-02-17 13:00,2019-02-17 15:00,10.009,1.235,332.300,558.831,0.266
2019-02-17 14:00,2019-02-17 16:00,9.574,1.234,190.025,334.904,0.151
2019-02-17 15:00,2019-02-17 17:00,7.878,1.236,38.284,82.524,0.036
2019-02-17 16:00,2019-02-17 18:00,6.345,1.237,0,0,0.021
2019-02-17 17:00,2019-02-17 19:00,5.914,1.238,0,0,0.005
2019-02-17 18:00,2019-02-17 20:00,5.622,1.239,0,0,0.002
2019-02-17 19:00,2019-02-17 21:00,5.430,1.239,0,0,0.002
2019-02-17 20:00,2019-02-17 22:00,5.284,1.239,0,0,0.002
2019-02-17 21:00,2019-02-17 23:00,5.096,1.239,0,0,0.003
2019-02-17 22:00,2019-02-18 00:00,4.916,1.239,0,0,0.002
2019-02-17 23:00,2019-02-18 01:00,4.801,1.239,0,0,0.001
2019-02-18 00:00,2019-02-18 02:00,4.716,1.238,0,0,0.001
2019-02-18 01:00,2019-02-18 03:00,4.659,1.237,0,0,0.001
2019-02-18 02:00,2019-02-18 04:00,4.638,1.237,0,0,0
2019-02-18 03:00,2019-02-18 05:00,4.700,1.237,0,0,0.001
2019-02-18 04:00,2019-02-18 06:00,4.787,1.237,0,0,0
2019-02-18 05:00,2019-02-18 07:00,5.447,1.237,56.622,118.414,0
2019-02-18 06:00,2019-02-18 08:00,8.341,1.237,235.145,373.539,0
2019-02-18 07:00,2019-02-18 09:00,10.344,1.232,414.197,591.753,0
2019-02-18 08:00,2019-02-18 10:00,11.953,1.226,555.721,757.522,0
2019-02-18 09:00,2019-02-18 11:00,13.055,1.221,647.554,859.620,0
2019-02-18 10:00,2019-02-18 12:00,13.852,1.217,673.637,891.093,0
2019-02-18 11:00,2019-02-18 13:00,14.326,1.214,635.607,849.648,0
2019-02-18 12:00,2019-02-18 14:00,14.469,1.212,541.935,738.440,0
2019-02-18 13:00,2019-02-18 15:00,14.248,1.211,391.520,564.789,0
2019-02-18 14:00,2019-02-18 16:00,13.498,1.212,207.820,340.529,0
2019-02-18 15:00,2019-02-18 17:00,11.421,1.214,38.490,86.834,0
2019-02-18 16:00,2019-02-18 18:00,10.255,1.217,0,0,0
2019-02-18 17:00,2019-02-18 19:00,9.736,1.220,0,0,0
2019-02-18 18:00,2019-02-18 20:00,9.385,1.222,0,0,0
2019-02-18 19:00,2019-02-18 21:00,9.103,1.224,0,0,0
2019-02-18 20:00,2019-02-18 22:00,8.756,1.225,0,0,0
2019-02-18 21:00,2019-02-18 23:00,8.398,1.226,0,0,0
2019-02-18 22:00,2019-02-19 00:00,8.015,1.227,0,0,0
2019-02-18 23:00,2019-02-19 01:00,7.559,1.228,0,0,0
2019-02-19 00:00,2019-02-19 02:00,7.048,1.229,0,0,0
2019-02-19 01:00,2019-02-19 03:00,6.664,1.230,0,0,0
2019-02-19 02:00,2019-02-19 04:00,6.382,1.231,0,0,0
2019-02-19 03:00,2019-02-19 05:00,6.072,1.232,0,0,0.004
2019-02-19 04:00,2019-02-19 06:00,5.816,1.233,0,0,0.014
2019-02-19 05:00,2019-02-19 07:00,6.106,1.234,57.482,123.618,0.015
2019-02-19 06:00,2019-02-19 08:00,8.450,1.234,235.337,379.268,0.007
2019-02-19 07:00,2019-02-19 09:00,10.577,1.228,416.126,597.712,0
2019-02-19 08:00,2019-02-19 10:00,12.348,1.222,559.603,763.660,0
2019-02-19 09:00,2019-02-19 11:00,13.672,1.216,651.650,865.759,0
2019-02-19 10:00,2019-02-19 12:00,14.623,1.212,678.735,897.232,0
2019-02-19 11:00,2019-02-19 13:00,15.169,1.208,641.028,855.898,0
2019-02-19 12:00,2019-02-19 14:00,15.361,1.206,538.336,744.440,0
2019-02-19 13:00,2019-02-19 15:00,15.183,1.205,388.898,570.608,0
2019-02-19 14:00,2019-02-19 16:00,14.541,1.206,206.943,346.258,0
2019-02-19 15:00,2019-02-19 17:00,12.914,1.208,39.470,91.300,0
2019-02-19 16:00,2019-02-19 18:00,11.714,1.211,0,0,0
2019-02-19 17:00,2019-02-19 19:00,10.931,1.214,0,0,0
2019-02-19 18:00,2019-02-19 20:00,10.370,1.216,0,0,0
2019-02-19 19:00,2019-02-19 21:00,9.831,1.218,0,0,0
2019-02-19 20:00,2019-02-19 22:00,9.194,1.220,0,0,0
2019-02-19 21:00,2019-02-19 23:00,8.847,1.220,0,0,0
2019-02-19 22:00,2019-02-20 00:00,8.537,1.221,0,0,0
2019-02-19 23:00,2019-02-20 01:00,8.203,1.222,0,0,0
2019-02-20 00:00,2019-02-20 02:00,7.824,1.223,0,0,0
2019-02-20 01:00,2019-02-20 03:00,7.459,1.223,0,0,0
2019-02-20 02:00,2019-02-20 04:00,7.054,1.225,0,0,0
2019-02-20 03:00,2019-02-20 05:00,6.638,1.227,0,0,0
2019-02-20 04:00,2019-02-20 06:00,6.201,1.229,0,0.002,0
2019-02-20 05:00,2019-02-20 07:00,6.283,1.231,60.792,128.960,0.012
2019-02-20 06:00,2019-02-20 08:00,8.616,1.231,239.897,384.962,0.015
2019-02-20 07:00,2019-02-20 09:00,10.292,1.227,422.222,603.574,0
2019-02-20 08:00,2019-02-20 10:00,12.153,1.220,566.820,769.730,0
2019-02-20 09:00,2019-02-20 11:00,13.904,1.213,660.509,871.967,0
2019-02-20 10:00,2019-02-20 12:00,14.938,1.208,688.282,903.482,0
2019-02-20 11:00,2019-02-20 13:00,15.616,1.204,651.490,861.995,0
2019-02-20 12:00,2019-02-20 14:00,15.843,1.202,553.326,750.537,0
2019-02-20 13:00,2019-02-20 15:00,15.690,1.201,403.672,576.566,0
2019-02-20 14:00,2019-02-20 16:00,15.130,1.202,219.569,351.966,0
2019-02-20 15:00,2019-02-20 17:00,13.807,1.203,44.673,95.887,0
2019-02-20 16:00,2019-02-20 18:00,12.601,1.206,0,0,0
2019-02-20 17:00,2019-02-20 19:00,11.685,1.209,0,0,0
2019-02-20 18:00,2019-02-20 20:00,10.785,1.212,0,0,0
2019-02-20 19:00,2019-02-20 21:00,10.121,1.214,0,0,0
2019-02-20 20:00,2019-02-20 22:00,9.467,1.216,0,0,0
2019-02-20 21:00,2019-02-20 23:00,8.917,1.218,0,0,0
2019-02-20 22:00,2019-02-21 00:00,8.452,1.219,0,0,0
2019-02-20 23:00,2019-02-21 01:00,7.968,1.221,0,0,0
2019-02-21 00:00,2019-02-21 02:00,7.396,1.223,0,0,0
2019-02-21 01:00,2019-02-21 03:00,6.797,1.224,0,0,0
2019-02-21 02:00,2019-02-21 04:00,6.225,1.226,0,0,0
2019-02-21 03:00,2019-02-21 05:00,5.694,1.228,0,0,0.002
2019-02-21 04:00,2019-02-21 06:00,5.387,1.229,0.003,0.016,0.001
2019-02-21 05:00,2019-02-21 07:00,6.252,1.231,67.549,134.436,0.047
2019-02-21 06:00,2019-02-21 08:00,9.391,1.230,250.227,390.816,0.177
2019-02-21 07:00,2019-02-21 09:00,11.372,1.225,424.918,609.574,0.315
2019-02-21 08:00,2019-02-21 10:00,12.932,1.219,561.491,775.730,0.391
2019-02-21 09:00,2019-02-21 11:00,13.903,1.215,640.253,878.079,0.323
2019-02-21 10:00,2019-02-21 12:00,14.485,1.212,656.176,909.578,0.292
2019-02-21 11:00,2019-02-21 13:00,14.607,1.211,602.735,868.218,0.421
2019-02-21 12:00,2019-02-21 14:00,14.411,1.211,494.521,756.537,0.344
2019-02-21 13:00,2019-02-21 15:00,13.969,1.212,363.634,582.428,0.152
2019-02-21 14:00,2019-02-21 16:00,13.118,1.214,200.021,357.751,0.029
2019-02-21 15:00,2019-02-21 17:00,10.903,1.217,42.477,100.631,0.008
2019-02-21 16:00,2019-02-21 18:00,9.313,1.220,0,0,0.003
2019-02-21 17:00,2019-02-21 19:00,8.882,1.222,0,0,0.001
2019-02-21 18:00,2019-02-21 20:00,8.569,1.224,0,0,0.001
2019-02-21 19:00,2019-02-21 21:00,8.341,1.225,0,0,0
2019-02-21 20:00,2019-02-21 22:00,8.111,1.225,0,0,0.042
2019-02-21 21:00,2019-02-21 23:00,7.907,1.226,0,0,0.186
2019-02-21 22:00,2019-02-22 00:00,7.689,1.227,0,0,0.365
2019-02-21 23:00,2019-02-22 01:00,7.467,1.228,0,0,0.420
2019-02-22 00:00,2019-02-22 02:00,7.190,1.229,0,0,0.380
2019-02-22 01:00,2019-02-22 03:00,6.846,1.229,0,0,0.374
2019-02-22 02:00,2019-02-22 04:00,6.572,1.230,0,0,0.351
2019-02-22 03:00,2019-02-22 05:00,6.358,1.231,0,0,0.221
2019-02-22 04:00,2019-02-22 06:00,6.190,1.232,0.014,0.075,0.059
2019-02-22 05:00,2019-02-22 07:00,6.414,1.233,69.479,139.979,0.001
2019-02-22 06:00,2019-02-22 08:00,8.446,1.232,254.603,396.580,0
2019-02-22 07:00,2019-02-22 09:00,10.395,1.226,437.186,615.532,0
2019-02-22 08:00,2019-02-22 10:00,12.886,1.216,581.746,781.869,0
2019-02-22 09:00,2019-02-22 11:00,14.045,1.211,669.674,884.259,0
2019-02-22 10:00,2019-02-22 12:00,14.729,1.207,694.936,915.828,0.002
2019-02-22 11:00,2019-02-22 13:00,15.088,1.203,653.289,874.356,0.014
2019-02-22 12:00,2019-02-22 14:00,15.138,1.201,544.967,762.760,0.049
2019-02-22 13:00,2019-02-22 15:00,14.824,1.200,380.772,588.428,0.209
2019-02-22 14:00,2019-02-22 16:00,13.977,1.200,168.136,363.514,0.436
2019-02-22 15:00,2019-02-22 17:00,12.417,1.202,28.184,105.484,0.558
2019-02-22 16:00,2019-02-22 18:00,11.600,1.204,0,0,0.655
2019-02-22 17:00,2019-02-22 19:00,11.259,1.205,0,0,0.750
2019-02-22 18:00,2019-02-22 20:00,11.038,1.207,0,0,0.824
2019-02-22 19:00,2019-02-22 21:00,10.659,1.208,0,0,0.862
2019-02-22 20:00,2019-02-22 22:00,10.110,1.210,0,0,0.912
2019-02-22 21:00,2019-02-22 23:00,9.515,1.212,0,0,0.976
2019-02-22 22:00,2019-02-23 00:00,9.113,1.215,0,0,0.993
2019-02-22 23:00,2019-02-23 01:00,8.768,1.218,0,0,0.995
2019-02-23 00:00,2019-02-23 02:00,8.316,1.220,0,0,0.993
2019-02-23 01:00,2019-02-23 03:00,7.871,1.222,0,0,0.991
2019-02-23 02:00,2019-02-23 04:00,7.473,1.224,0,0,0.991
2019-02-23 03:00,2019-02-23 05:00,7.268,1.225,0,0,0.994
2019-02-23 04:00,2019-02-23 06:00,7.192,1.225,0.004,0.217,0.996
2019-02-23 05:00,2019-02-23 07:00,7.186,1.227,12.196,145.611,0.996
2019-02-23 06:00,2019-02-23 08:00,7.060,1.230,41.817,402.386,0.996
2019-02-23 07:00,2019-02-23 09:00,6.604,1.234,76.804,621.532,0.997
2019-02-23 08:00,2019-02-23 10:00,6.340,1.237,120.525,787.980,0.998
2019-02-23 09:00,2019-02-23 11:00,5.912,1.241,153.828,890.467,0.998
2019-02-23 10:00,2019-02-23 12:00,5.427,1.244,164.738,922.052,0.998
2019-02-23 11:00,2019-02-23 13:00,4.954,1.246,143.521,880.495,0.997
2019-02-23 12:00,2019-02-23 14:00,4.550,1.248,116.321,768.787,0.997
2019-02-23 13:00,2019-02-23 15:00,4.199,1.250,79.363,594.428,0.997
2019-02-23 14:00,2019-02-23 16:00,3.736,1.253,38.467,369.389,0.997
2019-02-23 15:00,2019-02-23 17:00,3.335,1.256,7.508,110.503,0.997
2019-02-23 16:00,2019-02-23 18:00,3.117,1.258,0,0,0.997
2019-02-23 17:00,2019-02-23 19:00,2.989,1.260,0,0,0.997
2019-02-23 18:00,2019-02-23 20:00,2.890,1.261,0,0,0.997
2019-02-23 19:00,2019-02-23 21:00,2.716,1.263,0,0,0.997
2019-02-23 20:00,2019-02-23 22:00,2.597,1.264,0,0,0.997
2019-02-23 21:00,2019-02-23 23:00,2.551,1.265,0,0,0.997
2019-02-23 22:00,2019-02-24 00:00,2.582,1.265,0,0,0.997
2019-02-23 23:00,2019-02-24 01:00,2.578,1.265,0,0,0.997
2019-02-24 00:00,2019-02-24 02:00,2.596,1.265,0,0,0.997
2019-02-24 01:00,2019-02-24 03:00,2.639,1.265,0,0,0.997
2019-02-24 02:00,2019-02-24 04:00,2.668,1.265,0,0,0.996
2019-02-24 03:00,2019-02-24 05:00,2.610,1.265,0,0,0.994
2019-02-24 04:00,2019-02-24 06:00,2.492,1.267,0.017,0.459,0.994
2019-02-24 05:00,2019-02-24 07:00,2.558,1.267,16.011,151.306,0.994
2019-02-24 06:00,2019-02-24 08:00,2.788,1.268,59.727,408.240,0.994
2019-02-24 07:00,2019-02-24 09:00,3.041,1.268,116.942,627.532,0.993
2019-02-24 08:00,2019-02-24 10:00,3.279,1.268,171.620,794.077,0.993
2019-02-24 09:00,2019-02-24 11:00,3.463,1.268,210.261,896.606,0.993
2019-02-24 10:00,2019-02-24 12:00,3.593,1.267,229.721,928.260,0.994
2019-02-24 11:00,2019-02-24 13:00,3.639,1.266,217.387,886.703,0.994
2019-02-24 12:00,2019-02-24 14:00,3.532,1.266,178.374,774.787,0.994
2019-02-24 13:00,2019-02-24 15:00,3.326,1.266,132.243,600.386,0.994
2019-02-24 14:00,2019-02-24 16:00,3.083,1.267,79.078,375.174,0.991
2019-02-24 15:00,2019-02-24 17:00,2.868,1.267,20.424,115.634,0.988
2019-02-24 16:00,2019-02-24 18:00,2.800,1.267,0,0,0.986
2019-02-24 17:00,2019-02-24 19:00,2.799,1.267,0,0,0.978
2019-02-24 18:00,2019-02-24 20:00,2.818,1.268,0,0,0.968
2019-02-24 19:00,2019-02-24 21:00,2.813,1.268,0,0,0.925
2019-02-24 20:00,2019-02-24 22:00,2.790,1.268,0,0,0.706
2019-02-24 21:00,2019-02-24 23:00,2.736,1.268,0,0,0.591
2019-02-24 22:00,2019-02-25 00:00,2.727,1.267,0,0,0.587
2019-02-24 23:00,2019-02-25 01:00,2.751,1.267,0,0,0.603
2019-02-25 00:00,2019-02-25 02:00,2.780,1.266,0,0,0.615
2019-02-25 01:00,2019-02-25 03:00,2.786,1.266,0,0,0.614
2019-02-25 02:00,2019-02-25 04:00,2.777,1.266,0,0,0.590
2019-02-25 03:00,2019-02-25 05:00,2.654,1.266,0,0,0.606
2019-02-25 04:00,2019-02-25 06:00,2.670,1.266,0.094,0.807,0.706
2019-02-25 05:00,2019-02-25 07:00,2.896,1.265,38.469,156.983,0.782
2019-02-25 06:00,2019-02-25 08:00,3.566,1.263,143.832,414.128,0.781
2019-02-25 07:00,2019-02-25 09:00,4.364,1.260,259.947,633.447,0.690
2019-02-25 08:00,2019-02-25 10:00,5.121,1.257,351.902,800.104,0.671
2019-02-25 09:00,2019-02-25 11:00,5.576,1.255,374.971,902.814,0.703
2019-02-25 10:00,2019-02-25 12:00,5.815,1.253,377.657,934.328,0.766
2019-02-25 11:00,2019-02-25 13:00,5.880,1.251,304.051,892.815,0.849
2019-02-25 12:00,2019-02-25 14:00,5.904,1.249,225.467,780.884,0.908
2019-02-25 13:00,2019-02-25 15:00,5.969,1.247,158.658,606.413,0.890
2019-02-25 14:00,2019-02-25 16:00,5.943,1.246,67.052,381.063,0.935
2019-02-25 15:00,2019-02-25 17:00,5.957,1.245,12.600,120.913,0.969
2019-02-25 16:00,2019-02-25 18:00,6.074,1.244,0,0,0.984
2019-02-25 17:00,2019-02-25 19:00,6.184,1.244,0,0,0.989
2019-02-25 18:00,2019-02-25 20:00,6.274,1.243,0,0,0.991
2019-02-25 19:00,2019-02-25 21:00,6.201,1.244,0,0,0.993
2019-02-25 20:00,2019-02-25 22:00,6.019,1.245,0,0,0.980
2019-02-25 21:00,2019-02-25 23:00,5.853,1.246,0,0,0.820
2019-02-25 22:00,2019-02-26 00:00,5.757,1.246,0,0,0.673
2019-02-25 23:00,2019-02-26 01:00,5.741,1.245,0,0,0.623
2019-02-26 00:00,2019-02-26 02:00,5.867,1.244,0,0,0.657
2019-02-26 01:00,2019-02-26 03:00,5.973,1.243,0,0,0.646
2019-02-26 02:00,2019-02-26 04:00,5.982,1.243,0,0,0.613
2019-02-26 03:00,2019-02-26 05:00,5.920,1.244,0,0,0.565
2019-02-26 04:00,2019-02-26 06:00,5.780,1.244,0.191,1.266,0.398
2019-02-26 05:00,2019-02-26 07:00,5.965,1.244,60.364,162.723,0.193
2019-02-26 06:00,2019-02-26 08:00,7.031,1.242,242.246,419.983,0.073
2019-02-26 07:00,2019-02-26 09:00,8.303,1.238,434.109,639.447,0.015
2019-02-26 08:00,2019-02-26 10:00,9.424,1.234,584.305,806.327,0.004
2019-02-26 09:00,2019-02-26 11:00,10.330,1.230,684.195,908.926,0.001
2019-02-26 10:00,2019-02-26 12:00,10.975,1.227,715.099,940.578,0
2019-02-26 11:00,2019-02-26 13:00,11.413,1.223,680.710,898.995,0
2019-02-26 12:00,2019-02-26 14:00,11.679,1.220,581.043,787.037,0
2019-02-26 13:00,2019-02-26 15:00,11.681,1.217,432.141,612.301,0
2019-02-26 14:00,2019-02-26 16:00,11.318,1.216,247.403,386.861,0
2019-02-26 15:00,2019-02-26 17:00,9.626,1.215,62.930,126.328,0
2019-02-26 16:00,2019-02-26 18:00,8.309,1.215,0,0.002,0.030
2019-02-26 17:00,2019-02-26 19:00,8.578,1.214,0,0,0.338
2019-02-26 18:00,2019-02-26 20:00,8.594,1.214,0,0,0.772
2019-02-26 19:00,2019-02-26 21:00,8.590,1.213,0,0,0.947
2019-02-26 20:00,2019-02-26 22:00,8.396,1.212,0,0,0.917
2019-02-26 21:00,2019-02-26 23:00,7.787,1.212,0,0,0.834
